ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
1341,Thoughts,Thoughts,"""literature, history, gaming, cooking""",None,"""I feel literature, gaming, cooking is really intriguing. What’s your opinion?""","""Can you elaborate on that?""",calm,0.8,Yes
1342,Humor,Humor,"""laugh, memes, haha, prank""",None,"""What do you think about laugh, haha, prank? It's been on my mind.""","""Have you tried something similar before?""",inquisitive,0.57,Yes
1343,ChitChat,ChitChat,"""beach, culture, travel, pet""",None,"""I've been thinking a lot about beach, culture, pet. What are your thoughts?""","""How does that make you feel right now?""",calm,0.97,Yes
1344,Goodbyes,Goodbyes,"""cheerio, see you, ciao, bye""",None,"""see you, cheerio, ciao always fascinates me. How do you feel about it?""","""What’s the story behind it?""",calm,0.79,Yes
1345,Intro,Intro,"""hi, hola, ahoy, hiya""",None,"""What do you think about ahoy, hi, hiya? It's been on my mind.""","""How long has this been on your mind?""",optimistic,0.64,No
1346,ChitChat,ChitChat,"""games, weather, shopping, books""",None,"""weather can be so engaging! Do you like it as well?""","""How does that make you feel right now?""",curious,0.71,Yes
1347,Humor,Humor,"""quirky, humor, memes, joke""",None,"""I've been thinking a lot about joke. What are your thoughts?""","""Can you describe it more vividly?""",empathetic,0.72,Yes
1348,Feelings,Feelings,"""angry, sad, relaxed, stressed""",None,"""sad, relaxed, angry always fascinates me. How do you feel about it?""","""Do you enjoy this a lot?""",friendly,0.9,Yes
1349,Intro,Intro,"""howdy, sup, what’s up, bonjour""",None,"""Do you enjoy sup, what’s up, howdy? I find it quite interesting.""","""Would you like to continue discussing this?""",helpful,0.84,Yes
1350,Humor,Humor,"""silly, haha, laugh, memes""",None,"""memes always fascinates me. How do you feel about it?""","""Does it happen often?""",thoughtful,0.81,No
1351,Intro,Intro,"""greetings, bonjour, hello, ahoy""",None,"""I'm curious about bonjour, greetings. Care to share your experience?""","""Would you like some tips?""",empathetic,0.94,No
1352,ChitChat,ChitChat,"""books, hobby, culture, mountains""",None,"""books always fascinates me. How do you feel about it?""","""Would you like to continue discussing this?""",thoughtful,0.89,Yes
1353,ChitChat,ChitChat,"""movies, pets, pet, coffee""",None,"""pet, movies is something I like to explore. How about you?""","""Do you want some advice?""",supportive,0.51,Yes
1354,Humor,Humor,"""humor, prank, sarcastic, funny""",None,"""Recently, humor, sarcastic caught my attention. Have you noticed that too?""","""Does it remind you of anything?""",empathetic,0.99,Yes
1355,ChitChat,ChitChat,"""technology, city, movies, pet""",None,"""What do you think about movies? It's been on my mind.""","""Do you enjoy this a lot?""",inquisitive,0.89,Yes
1356,ChitChat,ChitChat,"""gardening, sports, fitness, city""",None,"""I'm curious about sports, fitness. Care to share your experience?""","""Do you want some advice?""",empathetic,0.72,Yes
1357,Humor,Humor,"""haha, sarcastic, prank, funny""",None,"""Do you enjoy haha, funny, prank? I find it quite interesting.""","""How does that make you feel right now?""",optimistic,0.88,No
1358,ChitChat,ChitChat,"""mountains, coffee, gardening, festival""",None,"""gardening always fascinates me. How do you feel about it?""","""Do you often feel this way?""",empathetic,0.63,Yes
1359,Thoughts,Thoughts,"""art, history, books, movies""",None,"""I'm curious about history. Care to share your experience?""","""Can you describe it more vividly?""",calm,0.5,Yes
1360,Intro,Intro,"""what’s up, hello, hola, hiya""",None,"""I feel hola is really intriguing. What’s your opinion?""","""Have you tried something similar before?""",relaxed,0.56,No
1361,Goodbyes,Goodbyes,"""adieu, bye, take care, ciao""",None,"""take care can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",empathetic,0.99,Yes
1362,Humor,Humor,"""humor, funny, laugh, quirky""",None,"""I feel laugh, humor, funny is really intriguing. What’s your opinion?""","""Do you often feel this way?""",thoughtful,0.79,No
1363,Intro,Intro,"""what’s up, salutations, hi, sup""",None,"""what’s up, hi can be so engaging! Do you like it as well?""","""How does that make you feel right now?""",cheerful,0.68,No
1364,ChitChat,ChitChat,"""movies, food, travel, weather""",None,"""movies, food? That’s an interesting topic! Let's discuss.""","""How does that make you feel right now?""",helpful,0.95,No
1365,Humor,Humor,"""pun, giggle, humor, lol""",None,"""lol, giggle, pun is something I like to explore. How about you?""","""How does that make you feel right now?""",curious,0.84,No
1366,Goodbyes,Goodbyes,"""catch you, night, ciao, farewell""",None,"""ciao always fascinates me. How do you feel about it?""","""Does it happen often?""",excited,0.81,Yes
1367,Humor,Humor,"""pun, quirky, lol, laugh""",None,"""pun is something I like to explore. How about you?""","""What else comes to mind?""",supportive,0.87,No
1368,Goodbyes,Goodbyes,"""ciao, goodbye, cheerio, catch you""",None,"""goodbye, catch you? That’s an interesting topic! Let's discuss.""","""Would you like some tips?""",helpful,0.98,Yes
1369,ChitChat,ChitChat,"""hobby, pet, gardening, coffee""",None,"""hobby? That’s an interesting topic! Let's discuss.""","""Do you often feel this way?""",curious,0.59,No
1370,Goodbyes,Goodbyes,"""bye, goodbye, catch you, take care""",None,"""take care, bye? That’s an interesting topic! Let's discuss.""","""How long has this been on your mind?""",motivated,0.66,No
1371,ChitChat,ChitChat,"""travel, hobby, technology, games""",None,"""Do you enjoy technology, hobby, travel? I find it quite interesting.""","""What else comes to mind?""",sarcastic,0.5,No
1372,ChitChat,ChitChat,"""hobby, nature, sports, drink""",None,"""drink can be so engaging! Do you like it as well?""","""How does that make you feel right now?""",excited,0.93,No
1373,Humor,Humor,"""haha, laugh, prank, quirky""",None,"""What do you think about prank? It's been on my mind.""","""Do you want some advice?""",playful,0.88,No
1374,Intro,Intro,"""what’s up, hey, salutations, ahoy""",None,"""ahoy is something I like to explore. How about you?""","""How does that make you feel right now?""",playful,0.86,No
1375,Goodbyes,Goodbyes,"""see you, farewell, catch you, cheerio""",None,"""I'm curious about see you. Care to share your experience?""","""Can you elaborate on that?""",calm,0.57,Yes
1376,Thoughts,Thoughts,"""gaming, languages, history, environment""",None,"""I feel history, environment is really intriguing. What’s your opinion?""","""What else comes to mind?""",chill,0.96,Yes
1377,Feelings,Feelings,"""joyful, jealous, angry, curious""",None,"""joyful can be so engaging! Do you like it as well?""","""Do you enjoy this a lot?""",cheerful,0.85,Yes
1378,Intro,Intro,"""hi, hey, greetings, sup""",None,"""hey always fascinates me. How do you feel about it?""","""Is there a reason it makes you happy?""",enthusiastic,0.8,Yes
1379,Humor,Humor,"""lol, prank, silly, joke""",None,"""joke, lol, silly always fascinates me. How do you feel about it?""","""What’s the story behind it?""",cheerful,0.71,Yes
1380,Goodbyes,Goodbyes,"""adieu, peace, night, ciao""",None,"""I feel ciao is really intriguing. What’s your opinion?""","""Does it remind you of anything?""",chill,0.66,No
1381,Humor,Humor,"""funny, prank, humor, giggle""",None,"""I'm curious about funny. Care to share your experience?""","""Do you want some advice?""",sarcastic,0.89,No
1382,ChitChat,ChitChat,"""pet, gardening, pets, festival""",None,"""Do you enjoy festival? I find it quite interesting.""","""What’s the story behind it?""",inquisitive,0.58,Yes
1383,Thoughts,Thoughts,"""sports, innovation, languages, art""",None,"""languages, sports, innovation? That’s an interesting topic! Let's discuss.""","""What’s the story behind it?""",enthusiastic,0.52,No
1384,Goodbyes,Goodbyes,"""take care, goodbye, adieu, later""",None,"""goodbye, adieu always fascinates me. How do you feel about it?""","""Do you enjoy this a lot?""",calm,0.51,Yes
1385,Goodbyes,Goodbyes,"""catch you, ciao, adieu, farewell""",None,"""Recently, farewell, catch you, ciao caught my attention. Have you noticed that too?""","""What’s the story behind it?""",enthusiastic,0.86,No
1386,Goodbyes,Goodbyes,"""ciao, see you, farewell, bye""",None,"""I feel ciao is really intriguing. What’s your opinion?""","""Would you like some tips?""",excited,0.95,Yes
1387,Goodbyes,Goodbyes,"""catch you, bye, goodbye, take care""",None,"""I'm curious about take care. Care to share your experience?""","""What’s the story behind it?""",curious,0.72,Yes
1388,Thoughts,Thoughts,"""sports, psychology, music, art""",None,"""music, art always fascinates me. How do you feel about it?""","""Can you elaborate on that?""",empathetic,0.95,Yes
1389,Feelings,Feelings,"""relaxed, hopeful, anxious, tired""",None,"""Do you enjoy tired, anxious? I find it quite interesting.""","""Is there a reason it makes you happy?""",friendly,0.54,No
1390,Intro,Intro,"""sup, salutations, bonjour, hola""",None,"""I feel hola, sup is really intriguing. What’s your opinion?""","""How long has this been on your mind?""",playful,0.79,No
1391,Humor,Humor,"""prank, silly, funny, sarcastic""",None,"""prank, sarcastic always fascinates me. How do you feel about it?""","""Does it happen often?""",cheerful,0.61,No
1392,Feelings,Feelings,"""angry, bored, sad, relaxed""",None,"""relaxed, angry can be so engaging! Do you like it as well?""","""Have you tried something similar before?""",excited,0.53,Yes
1393,Goodbyes,Goodbyes,"""adieu, farewell, ciao, take care""",None,"""Recently, ciao, farewell caught my attention. Have you noticed that too?""","""What else comes to mind?""",witty,0.52,No
1394,Feelings,Feelings,"""stressed, anxious, hopeful, tired""",None,"""I'm curious about hopeful. Care to share your experience?""","""How long has this been on your mind?""",playful,0.57,Yes
1395,Goodbyes,Goodbyes,"""take care, later, bye, night""",None,"""I've been thinking a lot about night, take care. What are your thoughts?""","""Have you tried something similar before?""",funny,0.62,Yes
1396,Thoughts,Thoughts,"""languages, history, innovation, environment""",None,"""history, environment, languages always fascinates me. How do you feel about it?""","""Do you want some advice?""",chill,0.53,Yes
1397,Humor,Humor,"""memes, lol, giggle, laugh""",None,"""I've been thinking a lot about laugh, lol. What are your thoughts?""","""What else comes to mind?""",relaxed,0.92,No
1398,Feelings,Feelings,"""frustrated, stressed, amused, bored""",None,"""frustrated, stressed, bored always fascinates me. How do you feel about it?""","""Does it remind you of anything?""",helpful,0.9,Yes
1399,Humor,Humor,"""sarcastic, haha, memes, joke""",None,"""I've been thinking a lot about sarcastic, joke. What are your thoughts?""","""Would you like some tips?""",calm,0.67,No
1400,Goodbyes,Goodbyes,"""night, farewell, bye, later""",None,"""I'm curious about night. Care to share your experience?""","""What’s the story behind it?""",sarcastic,0.8,No
1401,Intro,Intro,"""hi, hello, yo, hola""",None,"""hi, hello can be so engaging! Do you like it as well?""","""Have you tried something similar before?""",friendly,0.85,No
1402,Thoughts,Thoughts,"""politics, movies, philosophy, books""",None,"""politics, books is something I like to explore. How about you?""","""Does it happen often?""",friendly,0.56,No
1403,Intro,Intro,"""hi, greetings, bonjour, hola""",None,"""I feel hi is really intriguing. What’s your opinion?""","""Do you often feel this way?""",witty,0.92,Yes
1404,ChitChat,ChitChat,"""games, pets, music, gardening""",None,"""gardening? That’s an interesting topic! Let's discuss.""","""Does it remind you of anything?""",chill,0.71,No
1405,Thoughts,Thoughts,"""psychology, politics, space, innovation""",None,"""space, psychology, innovation? That’s an interesting topic! Let's discuss.""","""Do you enjoy this a lot?""",motivated,0.66,No
1406,Goodbyes,Goodbyes,"""night, later, see you, ciao""",None,"""later, see you, ciao can be so engaging! Do you like it as well?""","""Can you elaborate on that?""",playful,0.65,Yes
1407,ChitChat,ChitChat,"""travel, movies, music, mountains""",None,"""movies, mountains, music? That’s an interesting topic! Let's discuss.""","""Do you enjoy this a lot?""",motivated,0.98,No
1408,Thoughts,Thoughts,"""environment, cooking, tech, politics""",None,"""politics, cooking, tech can be so engaging! Do you like it as well?""","""Do you often feel this way?""",curious,0.87,Yes
1409,Feelings,Feelings,"""excited, joyful, surprised, relaxed""",None,"""Recently, joyful caught my attention. Have you noticed that too?""","""What’s the story behind it?""",cheerful,0.66,No
1410,Goodbyes,Goodbyes,"""cheerio, goodbye, catch you, night""",None,"""cheerio, catch you, night can be so engaging! Do you like it as well?""","""Do you want some advice?""",helpful,0.67,No
