ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
850,Humor,Humor,"""humor, joke, giggle, lol""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Would you like some tips?""",cheerful,0.79,No
851,Humor,Humor,"""joke, memes, haha, funny""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you often feel this way?""",calm,0.61,Yes
852,Intro,Intro,"""hey, hi, yo, what’s up""",None,"""Hello! What’s new with you?""","""Can you describe it more vividly?""",excited,0.62,No
853,Thoughts,Thoughts,"""music, tech, history, science""",None,"""Art is inspiring. Created or admired anything cool lately?""","""Do you often feel this way?""",optimistic,0.55,Yes
854,Goodbyes,Goodbyes,"""see you, take care, later, catch you""",None,"""Catch you later! Stay awesome!""","""Would you like some tips?""",thoughtful,0.65,No
855,Intro,Intro,"""hiya, hi, what’s up, hello""",None,"""Hi! How’s life treating you?""","""Is there a reason it makes you happy?""",supportive,0.66,Yes
856,Goodbyes,Goodbyes,"""take care, bye, see you, later""",None,"""Take care! Hope we talk soon!""","""Would you like some tips?""",playful,0.53,No
857,Goodbyes,Goodbyes,"""farewell, goodbye, night, later""",None,"""Bye! It’s been great chatting!""","""Do you enjoy this a lot?""",playful,0.81,Yes
858,Goodbyes,Goodbyes,"""farewell, see you, adieu, catch you""",None,"""Good night! Rest well and recharge!""","""Would you like some tips?""",thoughtful,0.9,Yes
859,Feelings,Feelings,"""bored, sad, nervous, confident""",None,"""Wow, that sounds intense. How are you handling it?""","""Would you like some tips?""",empathetic,0.87,No
860,ChitChat,ChitChat,"""weather, games, pet, coffee""",None,"""I love talking about food! What’s your favorite dish?""","""What else comes to mind?""",optimistic,0.74,Yes
861,Goodbyes,Goodbyes,"""farewell, adieu, later, take care""",None,"""Catch you later! Stay awesome!""","""Do you enjoy this a lot?""",thoughtful,0.6,Yes
862,Humor,Humor,"""memes, lol, laugh, funny""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""How long has this been on your mind?""",empathetic,0.76,No
863,Thoughts,Thoughts,"""sports, tech, gaming, fashion""",None,"""Sports are thrilling! Do you follow any teams?""","""How long has this been on your mind?""",calm,0.9,No
864,Goodbyes,Goodbyes,"""catch you, adieu, later, peace""",None,"""Catch you later! Stay awesome!""","""Can you describe it more vividly?""",empathetic,0.95,No
865,Humor,Humor,"""giggle, humor, laugh, funny""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""How long has this been on your mind?""",enthusiastic,0.81,Yes
866,Intro,Intro,"""what’s up, hello, hiya, howdy""",None,"""Yo! What’s popping?""","""Does it happen often?""",supportive,0.96,No
867,Humor,Humor,"""giggle, memes, lol, humor""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Do you often feel this way?""",cheerful,0.71,No
868,Goodbyes,Goodbyes,"""take care, adieu, bye, goodbye""",None,"""Bye! It’s been great chatting!""","""Can you elaborate on that?""",enthusiastic,0.7,Yes
869,Feelings,Feelings,"""excited, joyful, happy, tired""",None,"""Interesting! Can you tell me more?""","""Can you elaborate on that?""",calm,0.89,Yes
870,Intro,Intro,"""hey, yo, sup, what’s up""",None,"""Hey there! How’s your day going?""","""Is there a reason it makes you happy?""",supportive,0.55,No
871,Goodbyes,Goodbyes,"""bye, catch you, farewell, goodbye""",None,"""Bye! It’s been great chatting!""","""Does it happen often?""",optimistic,0.79,Yes
872,Intro,Intro,"""hi, howdy, hey, hiya""",None,"""Hello! What’s new with you?""","""What’s the story behind it?""",supportive,0.96,Yes
873,Intro,Intro,"""howdy, greetings, hola, sup""",None,"""Hi! How’s life treating you?""","""Would you like some tips?""",supportive,0.91,Yes
874,ChitChat,ChitChat,"""nature, weather, games, pet""",None,"""Pets are the best! Do you have any?""","""Is there a reason it makes you happy?""",playful,0.94,No
875,Feelings,Feelings,"""curious, nervous, anxious, bored""",None,"""Interesting! Can you tell me more?""","""Does it happen often?""",friendly,0.55,No
876,Goodbyes,Goodbyes,"""bye, peace, night, goodbye""",None,"""Catch you later! Stay awesome!""","""What’s the story behind it?""",friendly,0.97,No
877,Feelings,Feelings,"""happy, nervous, confident, stressed""",None,"""Interesting! Can you tell me more?""","""Does it happen often?""",enthusiastic,0.98,Yes
878,Goodbyes,Goodbyes,"""bye, catch you, night, farewell""",None,"""Bye! It’s been great chatting!""","""How long has this been on your mind?""",excited,0.74,Yes
879,Thoughts,Thoughts,"""art, movies, tech, philosophy""",None,"""Gaming can be so immersive. Playing anything new?""","""Can you describe it more vividly?""",empathetic,0.83,Yes
880,Feelings,Feelings,"""curious, nervous, tired, joyful""",None,"""Feeling that is normal. How do you usually cope?""","""Can you describe it more vividly?""",playful,0.96,Yes
881,Goodbyes,Goodbyes,"""take care, adieu, goodbye, farewell""",None,"""Take care! Hope we talk soon!""","""Can you elaborate on that?""",empathetic,0.84,No
882,Thoughts,Thoughts,"""fashion, music, gaming, history""",None,"""Books can open new worlds! Read anything good lately?""","""Does it happen often?""",supportive,0.81,Yes
883,Intro,Intro,"""hello, hi, what’s up, sup""",None,"""Yo! What’s popping?""","""Can you describe it more vividly?""",playful,0.65,No
884,Intro,Intro,"""hiya, hey, sup, hello""",None,"""Hi! How’s life treating you?""","""Does it happen often?""",optimistic,0.84,Yes
885,Intro,Intro,"""what’s up, yo, hey, hola""",None,"""Hi! How’s life treating you?""","""What’s the story behind it?""",optimistic,0.81,No
886,Thoughts,Thoughts,"""movies, philosophy, science, history""",None,"""Tech is evolving fast. Any cool gadgets caught your eye?""","""Would you like some tips?""",calm,0.94,Yes
887,Intro,Intro,"""howdy, sup, greetings, hiya""",None,"""Yo! What’s popping?""","""What else comes to mind?""",friendly,0.59,Yes
888,Feelings,Feelings,"""tired, confident, frustrated, nervous""",None,"""Interesting! Can you tell me more?""","""What’s the story behind it?""",optimistic,0.64,Yes
889,ChitChat,ChitChat,"""nature, fitness, pet, drink""",None,"""Hobbies keep life fun. What’s your go-to activity?""","""Is there a reason it makes you happy?""",optimistic,0.98,No
890,Thoughts,Thoughts,"""philosophy, sports, tech, fashion""",None,"""Sports are thrilling! Do you follow any teams?""","""How long has this been on your mind?""",curious,0.7,No
891,Thoughts,Thoughts,"""art, movies, books, fashion""",None,"""Books can open new worlds! Read anything good lately?""","""How long has this been on your mind?""",thoughtful,0.55,Yes
892,Thoughts,Thoughts,"""sports, tech, music, philosophy""",None,"""Sports are thrilling! Do you follow any teams?""","""What’s the story behind it?""",cheerful,0.84,Yes
893,Feelings,Feelings,"""stressed, excited, confident, sad""",None,"""Interesting! Can you tell me more?""","""What else comes to mind?""",empathetic,0.58,No
894,Humor,Humor,"""haha, lol, pun, giggle""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""What’s the story behind it?""",enthusiastic,0.53,No
895,Humor,Humor,"""giggle, lol, haha, humor""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you often feel this way?""",playful,0.9,Yes
896,Feelings,Feelings,"""happy, tired, stressed, curious""",None,"""Wow, that sounds intense. How are you handling it?""","""Do you enjoy this a lot?""",helpful,0.67,No
897,Feelings,Feelings,"""stressed, bored, confident, excited""",None,"""Wow, that sounds intense. How are you handling it?""","""Would you like some tips?""",enthusiastic,0.52,No
898,Humor,Humor,"""pun, lol, quirky, memes""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""What’s the story behind it?""",supportive,0.53,No
899,Intro,Intro,"""greetings, hello, hey, howdy""",None,"""Hi! How’s life treating you?""","""What else comes to mind?""",thoughtful,0.79,Yes
900,Goodbyes,Goodbyes,"""later, bye, peace, farewell""",None,"""Good night! Rest well and recharge!""","""Can you elaborate on that?""",helpful,0.5,Yes
901,Thoughts,Thoughts,"""tech, gaming, art, fashion""",None,"""Sports are thrilling! Do you follow any teams?""","""What’s the story behind it?""",excited,0.88,Yes
902,Humor,Humor,"""haha, pun, lol, quirky""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""What else comes to mind?""",supportive,0.9,No
903,Thoughts,Thoughts,"""fashion, gaming, movies, art""",None,"""Books can open new worlds! Read anything good lately?""","""Can you elaborate on that?""",excited,0.57,Yes
904,Humor,Humor,"""memes, lol, haha, funny""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Do you enjoy this a lot?""",thoughtful,0.74,No
905,Goodbyes,Goodbyes,"""farewell, see you, peace, goodbye""",None,"""Bye! It’s been great chatting!""","""Do you often feel this way?""",supportive,0.68,Yes
906,Feelings,Feelings,"""joyful, nervous, stressed, tired""",None,"""Thanks for sharing! Want to talk more about it?""","""What else comes to mind?""",supportive,0.78,Yes
907,Humor,Humor,"""joke, memes, funny, lol""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Would you like some tips?""",helpful,0.92,Yes
908,Feelings,Feelings,"""bored, curious, sad, tired""",None,"""Interesting! Can you tell me more?""","""Can you elaborate on that?""",curious,0.79,Yes
909,Feelings,Feelings,"""bored, sad, confident, happy""",None,"""Wow, that sounds intense. How are you handling it?""","""Do you often feel this way?""",empathetic,0.53,No
910,Feelings,Feelings,"""stressed, sad, happy, tired""",None,"""Feeling that is normal. How do you usually cope?""","""Can you elaborate on that?""",playful,0.5,Yes
911,Humor,Humor,"""giggle, lol, funny, joke""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you often feel this way?""",optimistic,0.7,No
912,Goodbyes,Goodbyes,"""goodbye, adieu, peace, take care""",None,"""Good night! Rest well and recharge!""","""Does it happen often?""",enthusiastic,0.65,Yes
913,Intro,Intro,"""hi, hello, greetings, yo""",None,"""Yo! What’s popping?""","""What else comes to mind?""",excited,0.66,No
914,ChitChat,ChitChat,"""culture, fitness, games, hobby""",None,"""Traveling is fun! Any places you dream of visiting?""","""Do you enjoy this a lot?""",excited,0.62,Yes
915,Humor,Humor,"""giggle, joke, pun, lol""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""Is there a reason it makes you happy?""",curious,0.85,No
916,Feelings,Feelings,"""joyful, confident, anxious, excited""",None,"""Interesting! Can you tell me more?""","""Is there a reason it makes you happy?""",thoughtful,0.96,Yes
917,Goodbyes,Goodbyes,"""night, goodbye, peace, farewell""",None,"""Bye! It’s been great chatting!""","""Can you elaborate on that?""",excited,0.79,No
918,Goodbyes,Goodbyes,"""farewell, peace, night, bye""",None,"""Good night! Rest well and recharge!""","""Does it happen often?""",excited,0.96,Yes
919,Feelings,Feelings,"""curious, happy, tired, nervous""",None,"""Thanks for sharing! Want to talk more about it?""","""What else comes to mind?""",helpful,0.54,No
920,Thoughts,Thoughts,"""sports, music, philosophy, gaming""",None,"""Sports are thrilling! Do you follow any teams?""","""Do you enjoy this a lot?""",helpful,0.65,No
921,Feelings,Feelings,"""anxious, frustrated, confident, sad""",None,"""Wow, that sounds intense. How are you handling it?""","""What’s the story behind it?""",enthusiastic,0.97,Yes
922,Humor,Humor,"""joke, quirky, laugh, pun""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Would you like some tips?""",cheerful,0.6,No
923,Feelings,Feelings,"""nervous, confident, tired, happy""",None,"""Feeling that is normal. How do you usually cope?""","""What’s the story behind it?""",calm,0.77,Yes
924,Humor,Humor,"""lol, memes, haha, giggle""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you often feel this way?""",enthusiastic,0.78,No
925,Humor,Humor,"""memes, quirky, giggle, joke""",None,"""Here’s a pun: I used to be a banker but I lost interest.""","""Do you enjoy this a lot?""",playful,0.58,Yes
926,Humor,Humor,"""pun, quirky, humor, giggle""",None,"""Humor time! Why did the scarecrow win an award? He was outstanding in his field!""","""Do you enjoy this a lot?""",excited,0.81,No
927,Feelings,Feelings,"""anxious, frustrated, sad, curious""",None,"""I see! What’s making you feel that way?""","""What’s the story behind it?""",optimistic,0.79,No
928,Intro,Intro,"""greetings, hello, howdy, hey""",None,"""Hey there! How’s your day going?""","""What’s the story behind it?""",enthusiastic,0.99,Yes
929,Intro,Intro,"""hola, hi, hiya, hey""",None,"""Yo! What’s popping?""","""Do you often feel this way?""",optimistic,0.92,Yes
930,Intro,Intro,"""hiya, sup, hi, what’s up""",None,"""Yo! What’s popping?""","""Can you elaborate on that?""",cheerful,0.51,No
931,Humor,Humor,"""giggle, quirky, memes, laugh""",None,"""Want a laugh? Why did the computer go to therapy? It had too many bytes!""","""What’s the story behind it?""",curious,0.86,Yes
932,Goodbyes,Goodbyes,"""peace, catch you, goodbye, see you""",None,"""Bye! It’s been great chatting!""","""How long has this been on your mind?""",cheerful,0.66,No
933,Feelings,Feelings,"""joyful, excited, bored, frustrated""",None,"""Wow, that sounds intense. How are you handling it?""","""What’s the story behind it?""",cheerful,0.76,No
